Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,USA,South Carolina Public Service Authority,US-CAR-SC,566.73,649.27,24.86,6.90,eia.gov; Electricity Maps Estimation
