Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,USA,Puget Sound Energy,US-NW-PSEI,99.24,142.00,76.50,71.08,eia.gov; Electricity Maps Estimation
