Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,USA,Pacificorp East,US-NW-PACE,592.47,639.80,31.80,31.30,Electricity Maps Estimation; eia.gov
