Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,USA,Salt River Project,US-SW-SRP,226.96,282.14,56.17,5.00,Electricity Maps Estimation; eia.gov
