Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,USA,"Electric Reliability Council Of Texas, Inc.",US-TEX-ERCO,366.18,428.83,38.77,28.44,eia.gov
