Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,USA,Bonneville Power Administration,US-NW-BPAT,64.10,94.57,89.08,81.57,Electricity Maps Estimation; eia.gov
