Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,USA,Turlock Irrigation District,US-CAL-TIDC,273.54,352.53,41.38,35.20,eia.gov; Electricity Maps Estimation
