Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,USA,"PUD No. 2 Of Grant County, Washington",US-NW-GCPD,15.17,41.21,96.90,96.26,eia.gov
