Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,USA,Tennessee Valley Authority,US-TEN-TVA,309.18,364.65,53.71,13.69,eia.gov; Electricity Maps Estimation
