Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,USA,Western Area Power Administration - Desert Southwest Region,US-SW-WALC,330.01,385.48,49.73,39.27,eia.gov
